date_kst,bench_ret_next,allocation_raw,allocation_adj,strategy_ret,benchmark_equity,strategy_equity
2025-06-02,-0.0068812877263580985,1.3078993913254755,1.2127692583656384,-0.008345414212495881,0.9931187122736419,0.9916545857875041
2025-06-03,-0.005078541810175974,1.1175108530432907,1.0812041132796673,-0.00549094029462503,0.988075117370892,0.9862094696640538
2025-06-04,-0.014335944393912614,1.7770024941646128,1.5369359248160919,-0.022033427955170153,0.9739101274312543,0.9644798943655043
2025-06-05,-0.024943185731010287,1.4847151918480073,1.3349551665044994,-0.03329803466069349,0.9496177062374246,0.9323646094133797
2025-06-06,0.0254823855128965,1.4587235999577493,1.316994066593176,0.033560150523124596,0.9738162307176391,0.9636549060477271
2025-06-07,0.009077385051929898,1.342216784338742,1.236483778323089,0.01122403936630381,0.9826559356136821,0.9744710066487386
2025-06-08,-0.0048800797193442325,1.7845595454880478,1.5421581118382761,-0.007525854525604166,0.9778604963112005,0.9671372796132812
2025-06-09,0.031077030706657904,1.754204286170022,1.521181564970843,0.04727380620500081,1.0082494969818914,1.0128575399433513
2025-06-10,0.0018226568216590522,1.6316880766372444,1.4365185751291303,0.002618280380399051,1.0100871898054997,1.0155094849683242
2025-06-11,-0.005989216753871096,0.6662557719639757,0.769371054689831,-0.004607930010691812,1.004037558685446,1.0108300883363965
2025-06-12,-0.02605843609303815,0.7869982663231971,0.8528083452522928,-0.022222851764366485,0.9778739101274312,0.9883665611243354
2025-06-13,0.010047942058010628,0.6621502049125296,0.7665339641293525,0.007702088857068931,0.9876995305164319,0.9959790482014707
2025-06-14,-0.0058737250960846366,1.6245899988824475,1.4316135549106483,-0.008408904465373616,0.9818980549966465,0.9876039555356307
2025-06-15,-0.002759543992185809,0.803429219293712,0.8641627089706724,-0.0023846950118110327,0.9791884641180416,0.9852488213092201
2025-06-16,0.004630232128057354,0.8146083537447059,0.8718878822360958,0.004037043284393458,0.9837223340040241,0.989226313446743
2025-06-17,-0.008297368977248754,1.4398231910921737,1.3039332224004543,-0.010819215067949528,0.9755600268276323,0.9785236612106878
